EmployeeID,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_num
3350,41,23,3,2,26570,4.0,11,0,10.0,3,7,1,0,1
3351,28,10,3,3,135910,5.0,20,1,6.0,2,2,2,2,0
3352,39,10,4,4,66960,7.0,11,0,8.0,3,2,2,2,1
3353,27,1,3,1,20580,1.0,14,1,1.0,5,1,0,0,0
3354,34,12,2,2,88650,1.0,11,1,1.0,0,1,1,0,0
3355,42,11,1,2,59400,7.0,16,0,10.0,2,5,0,3,0
3356,33,2,3,1,59140,3.0,16,1,6.0,4,3,0,2,0
3357,58,2,4,1,26220,2.0,23,0,24.0,3,6,0,4,0
3358,31,1,3,1,121850,3.0,14,0,13.0,2,7,5,2,0
3359,35,2,1,3,106090,1.0,22,0,10.0,3,10,0,7,0
3360,49,25,2,2,43450,4.0,15,0,29.0,3,26,1,7,0
3361,48,1,4,1,21770,4.0,18,0,13.0,4,0,0,0,0
3362,31,1,2,2,27930,1.0,16,0,9.0,4,9,0,0,0
3363,36,2,4,1,79180,2.0,12,2,8.0,3,6,0,1,0
3364,38,6,3,2,87890,1.0,11,3,15.0,4,15,5,11,0
3365,32,18,3,1,23890,6.0,12,1,5.0,4,3,0,2,0
3366,25,1,2,1,32120,1.0,15,1,1.0,3,1,0,0,1
3367,40,1,4,2,192320,2.0,14,1,11.0,3,1,0,0,0
3368,26,11,3,2,22670,1.0,19,3,7.0,2,7,0,7,0
3369,41,1,4,1,195170,2.0,13,0,20.0,5,18,2,17,0
3370,36,9,3,2,24360,4.0,13,0,16.0,3,11,3,9,0
3371,19,15,3,2,160640,1.0,15,1,1.0,3,1,0,0,1
3372,20,29,3,3,27070,1.0,11,0,1.0,2,1,0,0,1
3373,31,1,4,4,190680,0.0,12,0,10.0,1,9,8,5,0
3374,40,1,3,1,39310,8.0,19,0,3.0,2,1,0,0,0
3375,32,24,3,4,37300,1.0,25,1,8.0,4,8,6,3,0
3376,36,10,3,3,22320,1.0,12,1,16.0,2,16,3,7,1
3377,33,1,4,4,44650,0.0,13,0,6.0,3,5,1,4,0
3378,37,10,4,3,30720,5.0,14,0,17.0,3,14,11,7,1
3379,45,8,1,2,33190,1.0,12,1,9.0,3,9,0,8,0
3380,29,29,1,1,192020,1.0,12,0,3.0,5,3,0,2,0
3381,35,1,3,3,136750,1.0,15,3,5.0,5,5,1,0,0
3382,52,5,4,1,29110,2.0,17,2,26.0,3,9,7,8,0
3383,58,9,2,4,59570,4.0,14,1,7.0,2,1,0,0,1
3384,53,9,3,1,39200,6.0,16,1,22.0,3,17,15,2,0
3385,30,3,4,1,64340,5.0,14,1,10.0,3,8,7,7,0
3386,38,4,3,2,100480,1.0,23,1,6.0,2,5,1,3,0
3387,35,1,2,2,109380,6.0,14,2,12.0,2,10,0,8,0
3388,39,1,1,2,23400,0.0,11,1,9.0,2,8,0,7,0
3389,40,2,4,1,65450,4.0,15,0,22.0,2,1,0,0,1
3390,47,7,4,3,69310,1.0,11,0,20.0,3,19,2,7,0
3391,36,28,1,2,48980,4.0,13,1,12.0,3,7,0,7,0
3392,31,28,4,2,25930,0.0,21,0,4.0,2,3,1,2,1
3393,33,15,3,4,194360,1.0,19,2,10.0,4,10,6,0,0
3394,29,3,5,1,27230,6.0,11,1,3.0,2,0,0,0,1
3395,33,2,2,2,34790,3.0,12,0,5.0,3,3,0,2,0
3396,45,26,1,3,27940,3.0,19,1,8.0,2,5,0,2,0
3397,50,10,1,1,52490,9.0,21,2,32.0,2,5,1,3,0
3398,33,1,3,2,21760,1.0,14,1,6.0,2,6,1,2,0
3399,41,11,3,1,168720,2.0,15,1,21.0,2,18,0,11,0
3400,27,20,4,2,34850,9.0,17,2,4.0,2,2,2,2,0
3401,45,2,3,1,66440,1.0,12,0,9.0,3,9,0,8,0
3402,47,18,4,2,55820,1.0,16,0,9.0,3,9,0,7,0
3403,30,2,3,2,40000,4.0,12,0,7.0,5,5,0,1,1
3404,50,1,3,2,134960,3.0,18,1,22.0,3,12,1,5,0
3405,38,13,3,1,32100,0.0,17,2,3.0,5,2,0,2,0
3406,46,28,3,3,190450,6.0,11,3,13.0,2,8,0,7,0
3407,24,28,3,1,118490,1.0,16,1,5.0,3,4,3,2,0
3408,35,24,3,3,20700,1.0,13,3,5.0,1,4,0,2,1
3409,31,5,2,2,65020,1.0,12,0,4.0,3,4,0,3,0
3410,18,5,4,2,32300,1.0,12,1,0.0,3,0,0,0,0
3411,54,23,3,1,136030,8.0,13,1,22.0,2,10,0,8,0
3412,35,6,4,1,119960,1.0,19,2,16.0,3,16,10,1,0
3413,30,4,3,5,56050,0.0,12,1,9.0,0,8,1,7,0
3414,20,2,2,2,63970,1.0,17,1,1.0,3,1,0,0,1
3415,30,8,4,1,191440,0.0,11,0,4.0,3,3,1,2,1
3416,26,1,3,2,175840,1.0,20,0,8.0,2,8,1,3,0
3417,22,8,3,2,49070,1.0,21,1,4.0,2,4,1,1,0
3418,48,2,4,2,45540,2.0,11,2,19.0,3,2,2,2,0
3419,48,3,3,1,54150,7.0,11,1,27.0,1,15,4,8,0
3420,41,2,3,2,47410,6.0,16,0,8.0,3,2,2,1,0
3421,39,2,3,3,21150,1.0,18,0,21.0,3,21,11,8,0
3422,27,3,3,2,31610,0.0,13,2,4.0,0,3,2,2,0
3423,35,24,3,5,57450,1.0,17,3,3.0,4,3,1,2,0
3424,42,23,4,1,23730,6.0,14,1,21.0,3,1,0,0,0
3425,50,27,3,2,33100,4.0,22,1,8.0,3,1,0,0,0
3426,59,16,4,5,186650,3.0,12,0,30.0,3,5,4,3,0
3427,37,15,3,2,44850,5.0,11,1,15.0,2,1,0,0,1
3428,55,26,2,2,27890,3.0,13,1,17.0,2,8,6,7,0
3429,41,19,1,2,58280,1.0,13,0,21.0,0,21,5,10,0
3430,38,24,2,1,23260,8.0,14,0,19.0,3,1,0,0,0
3431,26,21,1,1,135250,8.0,17,1,7.0,4,2,2,2,1
3432,52,5,4,4,14200,1.0,13,1,33.0,2,32,6,9,1
3433,44,16,3,1,80200,3.0,11,1,23.0,2,12,11,11,0
3434,50,2,2,1,36880,0.0,11,0,19.0,3,18,0,13,0
3435,36,2,4,4,54820,1.0,18,0,18.0,3,17,15,14,1
3436,39,11,3,1,160150,1.0,11,0,21.0,3,21,2,8,0
3437,33,9,2,5,12000,0.0,11,1,3.0,3,2,2,2,0
3438,45,7,2,1,56610,3.0,12,0,26.0,2,9,1,1,0
3439,32,15,3,2,69290,9.0,20,0,10.0,6,8,7,7,0
3440,34,6,4,2,96130,0.0,12,1,16.0,5,15,0,9,0
3441,59,5,3,2,56740,3.0,12,0,14.0,6,6,0,4,0
3442,45,16,1,2,54840,1.0,20,3,6.0,6,6,0,4,0
3443,53,8,2,2,120610,2.0,20,1,30.0,2,15,6,12,0
3444,36,7,2,1,56600,7.0,12,0,9.0,3,1,0,0,1
3445,26,2,3,2,48210,6.0,14,2,6.0,2,3,1,2,1
3446,34,2,2,1,64100,1.0,13,1,1.0,5,1,0,0,0
3447,28,10,3,2,52100,1.0,15,0,1.0,1,1,0,0,0
3448,38,9,4,2,26950,3.0,14,1,8.0,4,2,2,2,0
3449,50,5,4,1,118780,2.0,13,1,29.0,2,8,7,7,0
3450,37,1,3,1,170680,3.0,23,0,8.0,6,4,0,1,0
3451,40,2,3,5,24550,1.0,15,1,8.0,2,7,7,5,0
3452,26,3,3,2,139640,1.0,11,2,5.0,1,5,1,3,0
3453,46,2,1,3,49410,9.0,13,2,23.0,2,2,2,2,0
3454,54,5,3,2,24780,6.0,11,0,13.0,0,9,7,0,0
3455,56,1,2,2,52280,2.0,11,0,18.0,4,5,0,3,0
3456,36,4,2,2,44780,0.0,18,1,15.0,3,14,7,8,0
3457,55,2,3,2,75470,7.0,16,0,31.0,2,9,6,2,0
3458,43,25,2,3,50550,5.0,22,0,18.0,2,1,0,0,0
3459,20,8,3,3,34640,1.0,20,0,2.0,3,2,0,2,1
3460,21,1,4,1,57750,1.0,18,0,1.0,2,1,1,0,1
3461,46,12,3,3,89430,8.0,12,1,19.0,6,16,1,7,0
3462,51,23,3,2,192720,9.0,20,0,18.0,2,10,2,7,1
3463,28,19,4,4,52380,1.0,17,1,10.0,4,10,1,9,1
3464,26,5,4,2,46820,1.0,11,1,6.0,3,5,1,3,0
3465,30,8,3,1,183000,0.0,14,0,7.0,6,6,0,2,0
3466,41,1,4,1,52570,1.0,14,0,10.0,2,10,0,8,0
3467,38,5,3,1,63490,0.0,11,0,20.0,3,19,1,9,0
3468,40,1,4,1,48690,4.0,12,0,14.0,2,11,11,1,0
3469,27,11,3,2,99850,1.0,14,1,3.0,3,3,1,2,0
3470,55,23,5,3,36970,3.0,13,1,23.0,1,3,1,2,0
3471,28,1,3,2,74570,3.0,11,2,10.0,1,8,1,7,0
3472,44,18,4,2,21190,9.0,15,0,24.0,3,20,3,6,1
3473,33,23,4,4,39830,4.0,12,0,9.0,3,3,1,2,0
3474,35,7,4,3,61180,0.0,21,1,9.0,3,8,4,7,1
3475,33,1,2,1,62140,1.0,19,2,14.0,3,13,3,8,1
3476,28,1,1,2,63470,1.0,15,1,4.0,2,4,2,2,0
3477,34,29,4,1,115100,0.0,14,1,7.0,5,6,0,4,0
3478,37,7,4,4,71430,2.0,21,0,8.0,6,1,0,0,0
3479,25,25,4,2,82680,1.0,12,0,7.0,3,7,5,6,1
3480,26,8,2,2,80950,1.0,15,0,1.0,3,1,0,0,1
3481,33,8,2,4,29040,4.0,13,0,5.0,2,2,2,2,1
3482,42,11,1,4,60320,0.0,14,0,23.0,2,22,13,7,0
3483,28,7,3,2,29760,1.0,14,0,1.0,3,1,0,0,1
3484,50,1,4,2,159920,3.0,14,0,5.0,3,0,0,0,1
3485,33,9,3,2,46490,0.0,12,0,4.0,2,3,0,2,0
3486,34,1,1,2,26960,3.0,23,0,6.0,3,0,0,0,0
3487,48,2,1,2,23700,2.0,11,0,27.0,3,5,2,1,0
3488,45,1,3,2,125040,1.0,12,1,15.0,2,15,4,12,0
3489,52,1,3,1,59740,7.0,18,1,18.0,6,8,4,0,0
3490,38,6,2,1,47360,0.0,11,1,9.0,3,8,2,7,0
3491,29,8,3,4,52960,4.0,14,0,11.0,3,7,1,7,0
3492,28,1,3,4,67810,0.0,15,1,10.0,2,9,1,7,0
3493,46,6,4,3,21740,3.0,11,1,23.0,3,12,4,9,0
3494,38,7,4,1,66530,7.0,20,1,10.0,2,1,0,0,0
3495,43,5,3,2,96990,8.0,19,1,18.0,3,8,0,1,0
3496,39,1,3,2,67550,7.0,14,1,21.0,2,18,11,5,1
3497,40,1,1,1,22130,1.0,17,0,21.0,4,20,4,9,0
3498,21,1,4,1,26100,1.0,11,1,2.0,3,2,2,2,0
3499,39,6,3,1,28510,9.0,15,0,9.0,2,5,0,3,0
3500,36,1,3,3,34520,2.0,13,3,18.0,4,11,0,9,0
3501,31,7,3,1,52580,0.0,14,3,3.0,5,2,2,2,0
3502,28,2,4,1,93550,0.0,11,0,6.0,4,5,0,4,0
3503,35,9,2,1,104960,1.0,13,1,5.0,2,5,0,2,0
3504,49,2,2,1,63800,6.0,23,1,22.0,1,9,2,3,0
3505,34,9,1,2,26570,2.0,13,1,5.0,3,3,0,2,0
3506,29,1,4,3,27160,0.0,18,0,8.0,2,7,1,1,0
3507,42,21,2,1,22010,4.0,12,1,16.0,3,1,0,0,0
3508,29,4,2,2,65400,1.0,22,0,10.0,2,10,1,2,0
3509,38,1,3,1,38160,1.0,13,2,7.0,2,7,5,0,0
3510,28,6,4,1,52530,1.0,15,0,3.0,2,3,0,2,0
3511,18,2,4,3,109650,1.0,18,0,0.0,5,0,0,0,1
3512,33,3,2,1,49360,0.0,14,0,6.0,2,5,0,3,1
3513,41,4,2,2,25430,3.0,12,0,6.0,3,1,0,0,0
3514,31,10,3,1,53040,1.0,17,0,2.0,3,2,2,2,1
3515,37,23,3,3,166590,7.0,16,1,9.0,2,6,1,3,0
3516,27,6,2,1,42600,1.0,11,2,4.0,2,4,2,2,0
3517,34,1,1,2,24760,1.0,19,0,6.0,2,6,1,3,0
3518,35,6,3,3,31020,1.0,13,1,6.0,3,5,1,4,0
3519,29,6,3,1,22440,1.0,12,3,11.0,5,11,3,10,1
3520,40,2,4,4,75960,9.0,11,0,20.0,0,18,2,13,0
3521,42,2,4,1,22850,0.0,16,0,22.0,3,21,13,14,1
3522,42,1,2,4,30340,7.0,21,1,9.0,3,6,1,5,0
3523,35,5,3,1,57150,6.0,24,2,10.0,0,8,1,7,0
3524,24,7,4,1,25760,8.0,17,3,6.0,3,4,1,2,0
3525,28,15,4,2,41970,1.0,13,0,1.0,3,1,0,0,1
3526,26,1,4,2,143360,1.0,21,1,8.0,3,8,0,7,0
3527,30,7,2,1,34480,1.0,11,0,10.0,3,10,1,4,0
3528,40,26,4,2,194060,3.0,20,3,16.0,2,1,0,0,0
3529,35,18,5,2,65380,2.0,16,1,15.0,3,7,6,4,0
3530,34,6,2,1,43060,0.0,11,0,14.0,2,13,4,9,0
3531,35,3,3,2,22580,1.0,11,1,2.0,2,2,2,2,0
3532,43,5,3,3,45220,8.0,15,1,7.0,3,4,1,3,1
3533,32,11,2,2,44870,1.0,11,0,1.0,5,1,0,0,0
3535,29,26,1,1,22180,1.0,24,1,10.0,1,10,0,8,0
3536,19,23,4,2,191970,1.0,12,0,1.0,2,1,0,0,0
3537,45,22,3,2,132120,4.0,13,0,7.0,4,3,0,2,0
3538,37,14,4,3,65770,1.0,13,0,14.0,1,14,3,11,0
3539,20,6,3,5,83920,1.0,17,0,2.0,5,2,1,2,0
3540,44,6,2,3,45580,1.0,13,1,6.0,2,6,0,2,1
3541,53,6,4,1,40310,3.0,12,1,26.0,3,7,4,7,0
3542,29,23,3,1,79690,0.0,14,0,6.0,3,5,1,3,0
3543,22,22,4,1,26540,0.0,24,0,1.0,5,0,0,0,1
3544,46,2,3,2,165550,8.0,14,2,28.0,4,26,15,9,0
3545,44,20,3,1,45560,2.0,13,0,6.0,4,0,0,0,0
3546,33,28,4,1,60910,1.0,15,0,5.0,6,5,1,4,0
3547,41,12,3,2,195660,6.0,16,0,5.0,2,1,0,0,1
3548,30,20,3,3,48100,8.0,18,0,8.0,3,4,0,3,0
3549,40,9,3,1,45230,5.0,16,1,5.0,5,0,0,0,0
3550,50,25,4,2,32020,2.0,24,1,32.0,2,2,2,2,0
3551,28,6,3,2,23510,1.0,16,0,6.0,4,6,3,3,0
3552,46,8,4,3,17020,5.0,21,0,25.0,2,4,0,3,0
3553,35,4,4,1,180410,3.0,20,1,15.0,3,7,1,7,0
3554,24,28,4,3,28860,1.0,19,1,1.0,5,1,0,0,1
3555,33,9,2,1,20970,1.0,14,2,10.0,5,10,0,1,0
3556,36,9,2,2,119350,1.0,11,3,7.0,6,7,1,7,0
3557,30,29,3,1,25460,1.0,14,1,10.0,2,10,8,9,0
3558,44,3,4,2,25640,1.0,12,3,20.0,3,20,13,17,0
3559,20,18,4,1,84120,1.0,13,0,2.0,2,2,2,2,0
3560,46,9,1,1,141180,2.0,22,0,12.0,3,6,1,4,0
3561,42,5,4,5,170460,7.0,11,0,10.0,3,4,0,3,0
3562,60,2,2,2,25640,0.0,14,1,12.0,3,11,1,9,0
3563,32,10,3,1,102660,1.0,11,0,2.0,3,2,2,2,0
3564,32,9,3,2,50700,4.0,12,1,10.0,6,8,0,7,0
3565,36,3,2,4,178610,2.0,18,0,17.0,2,7,7,7,0
3566,33,26,2,1,42300,0.0,12,0,15.0,0,14,4,10,0
3567,40,1,3,2,37800,7.0,12,0,7.0,2,5,1,3,0
3568,25,6,2,1,27680,0.0,22,1,5.0,0,4,1,1,0
3569,30,9,3,1,90710,0.0,19,1,12.0,2,11,5,7,0
3570,42,8,2,1,106480,3.0,13,1,20.0,1,1,0,0,0
3571,35,1,1,2,136100,4.0,22,2,16.0,4,13,4,12,0
3572,27,7,3,3,34080,1.0,24,0,9.0,2,9,6,8,0
3573,54,9,2,2,29830,7.0,14,1,33.0,2,5,1,4,0
3574,44,4,4,5,76320,1.0,21,0,10.0,3,10,7,7,0
3575,19,2,2,3,98240,1.0,18,0,1.0,2,1,0,0,1
3576,29,19,4,1,99500,1.0,20,0,3.0,3,3,1,2,0
3577,54,9,4,2,20930,3.0,19,0,36.0,2,10,0,9,0
3578,31,21,3,2,99800,1.0,12,0,6.0,1,6,0,1,0
3579,31,24,1,1,38940,1.0,12,0,10.0,3,10,1,8,0
3580,59,3,4,1,40510,5.0,16,3,13.0,3,6,0,5,0
3581,43,11,2,3,168350,3.0,17,1,25.0,3,8,0,7,0
3582,49,14,4,2,62300,2.0,14,0,23.0,2,1,0,0,0
3583,36,5,2,1,47170,1.0,19,1,12.0,3,11,0,7,0
3584,48,1,4,2,132370,5.0,13,1,7.0,2,1,0,0,0
3585,27,6,4,2,37550,1.0,19,0,5.0,2,5,0,3,0
3586,29,17,4,1,65820,1.0,19,1,6.0,3,6,1,0,0
3587,48,1,1,2,74060,6.0,14,2,25.0,2,1,0,0,0
3588,29,3,3,2,48050,3.0,16,1,9.0,2,7,1,7,0
3589,34,9,4,2,27410,0.0,15,1,2.0,3,1,0,0,0
3590,44,4,3,1,42620,7.0,18,0,26.0,2,22,3,10,0
3591,33,8,2,2,161840,0.0,13,1,10.0,2,9,0,8,0
3592,19,2,4,3,115570,1.0,22,0,1.0,0,1,0,1,0
3593,23,2,3,3,18780,1.0,13,1,1.0,2,1,0,1,0
3594,25,1,1,1,109320,1.0,11,1,1.0,3,1,1,0,1
3595,26,9,3,2,68110,1.0,11,1,8.0,4,8,2,2,0
3596,45,12,3,2,43060,2.0,11,2,26.0,3,24,1,11,1
3597,55,27,3,2,48590,1.0,24,1,34.0,3,33,15,0,0
3598,21,20,2,4,53370,1.0,14,1,2.0,2,2,2,2,1
3599,46,1,4,1,23400,2.0,13,1,26.0,2,11,0,8,0
3600,34,13,4,3,74910,0.0,14,1,4.0,3,3,0,2,0
3601,51,14,3,2,105270,4.0,14,0,31.0,3,29,11,10,0
3602,59,4,2,2,165950,6.0,21,1,25.0,2,9,5,4,0
3603,34,14,4,3,88340,4.0,13,1,15.0,1,11,5,10,0
3604,28,2,3,1,55770,0.0,19,0,5.0,3,4,0,2,0
3605,44,3,4,2,47070,1.0,17,0,26.0,4,25,14,13,0
3606,34,1,3,2,24000,4.0,18,1,14.0,3,10,1,8,0
3607,35,9,3,4,98240,0.0,19,0,4.0,2,3,2,2,0
3608,42,23,4,1,64470,6.0,13,0,18.0,3,1,0,0,0
3609,43,7,2,1,195020,3.0,18,2,23.0,3,21,15,17,0
3610,36,2,4,1,27250,9.0,21,1,18.0,4,16,5,12,0
3611,44,21,4,2,62720,1.0,19,1,10.0,3,10,0,5,1
3612,28,2,3,2,21270,1.0,14,0,2.0,3,2,2,2,0
3613,51,21,4,2,182000,0.0,17,0,8.0,3,7,7,7,0
3614,30,2,4,1,20960,7.0,11,3,10.0,2,8,1,7,0
3615,29,29,4,1,28860,3.0,13,0,10.0,4,7,7,7,1
3616,28,1,4,2,20330,2.0,15,1,5.0,5,3,1,2,0
3617,25,18,2,1,36220,1.0,25,0,2.0,0,2,2,1,0
3618,32,10,4,1,42330,1.0,11,0,10.0,5,10,0,8,0
3619,45,19,3,3,36810,3.0,17,1,22.0,2,0,0,0,0
3620,39,29,1,1,54600,6.0,13,2,21.0,3,19,15,2,0
3621,58,27,3,2,21870,1.0,18,1,2.0,1,2,2,2,0
3622,32,5,3,1,96020,1.0,13,1,10.0,3,10,1,1,1
3623,39,18,2,2,28360,0.0,20,0,6.0,3,5,0,3,1
3624,30,9,1,4,40890,0.0,18,0,10.0,2,9,6,7,0
3625,36,1,3,2,166270,3.0,12,0,10.0,5,7,1,7,0
3626,46,4,3,1,26190,6.0,12,1,10.0,3,7,5,7,0
3627,28,1,3,5,56790,0.0,13,0,10.0,2,9,7,5,0
3628,50,20,2,5,154020,4.0,21,0,25.0,3,3,1,2,0
3629,40,8,1,1,59850,2.0,13,3,9.0,1,5,1,0,1
3630,52,3,2,3,25790,9.0,19,1,10.0,1,8,7,7,1
3631,30,6,4,1,30410,1.0,11,1,9.0,2,9,0,8,0
3632,39,26,1,2,34470,0.0,14,0,9.0,5,8,1,7,0
3633,31,1,2,1,195130,1.0,12,1,10.0,1,10,9,6,0
3634,41,6,3,1,27730,1.0,11,0,19.0,3,19,11,9,0
3635,31,3,1,1,71040,1.0,14,1,3.0,3,3,2,2,1
3636,44,5,3,1,63220,4.0,11,1,10.0,2,3,1,2,1
3637,42,4,3,2,20830,0.0,12,2,21.0,3,20,2,10,0
3638,55,11,3,2,83810,4.0,15,1,23.0,3,19,9,11,0
3639,56,3,2,3,26910,6.0,16,1,36.0,6,7,7,7,0
3640,40,1,1,1,42860,9.0,15,0,6.0,6,4,0,0,0
3641,34,3,2,2,26590,0.0,24,3,10.0,2,9,1,6,0
3642,40,4,3,2,94340,1.0,13,1,9.0,3,9,8,8,0
3643,41,1,4,2,55610,0.0,11,0,10.0,2,9,1,7,0
3644,35,1,2,2,66460,1.0,13,1,9.0,2,9,1,1,0
3645,51,18,2,4,77250,1.0,13,1,33.0,2,33,0,10,0
3646,38,2,4,1,107250,3.0,18,0,11.0,5,7,1,7,0
3647,34,4,3,2,88470,1.0,16,0,10.0,3,10,9,6,0
3648,25,6,2,4,20450,3.0,19,0,7.0,3,3,1,2,0
3649,58,1,4,2,10090,7.0,13,2,31.0,3,10,5,9,1
3650,40,14,4,1,33480,3.0,22,0,7.0,2,4,0,3,0
3651,36,16,2,1,12810,2.0,11,0,17.0,2,15,6,13,0
3652,48,2,1,2,28190,1.0,20,0,11.0,2,10,0,8,0
3653,27,2,3,2,48510,8.0,18,0,5.0,2,1,0,0,0
3654,51,4,1,3,40280,3.0,14,0,29.0,3,5,0,3,0
3655,18,1,4,2,27200,1.0,22,1,0.0,2,0,0,0,0
3656,35,1,4,2,81200,0.0,13,0,10.0,2,9,0,0,0
3657,27,26,4,1,46470,3.0,17,0,8.0,3,6,0,0,0
3658,55,19,3,1,46800,6.0,14,3,24.0,0,19,3,8,1
3659,56,24,4,2,32210,4.0,15,2,33.0,2,19,15,9,0
3660,34,1,2,2,86210,1.0,17,1,5.0,1,5,0,0,0
3661,40,3,3,2,45770,5.0,11,1,15.0,3,12,11,8,0
3662,34,5,3,1,45530,4.0,18,1,10.0,2,8,7,7,0
3663,31,2,2,2,53960,7.0,17,1,3.0,2,1,0,0,1
3664,35,1,2,1,67960,0.0,13,0,5.0,2,4,3,2,1
3665,38,7,3,2,76250,1.0,15,0,4.0,2,4,0,3,0
3666,34,10,4,2,74120,1.0,24,0,14.0,4,14,4,11,0
3667,28,2,3,2,111590,1.0,12,0,5.0,2,5,0,4,0
3668,31,15,2,2,49600,1.0,15,0,10.0,3,10,6,7,1
3669,39,17,4,2,104750,3.0,11,1,8.0,3,5,1,4,0
3670,51,20,3,2,148140,2.0,11,1,14.0,2,4,3,2,0
3671,41,1,3,4,191410,3.0,12,1,12.0,2,6,3,3,0
3672,37,2,2,1,54050,7.0,15,0,8.0,3,6,1,3,0
3673,33,2,3,1,87930,6.0,17,0,8.0,2,5,1,2,0
3674,32,1,4,5,191890,0.0,12,1,4.0,3,3,1,2,0
3675,39,29,2,2,38750,3.0,15,0,13.0,3,6,0,5,0
3676,25,7,4,1,22160,2.0,13,3,6.0,2,3,1,2,0
3677,52,2,1,2,117130,2.0,14,0,24.0,2,5,0,2,0
3678,43,2,2,1,78610,1.0,14,2,20.0,1,20,1,8,0
3679,27,2,4,1,37080,1.0,16,2,6.0,2,6,4,4,0
3680,27,2,5,1,137700,1.0,18,1,8.0,3,8,7,7,1
3681,26,2,2,3,53040,0.0,20,1,5.0,2,4,1,1,0
3682,42,23,3,3,26420,0.0,13,1,21.0,3,20,0,9,0
3683,52,5,2,1,27590,9.0,18,1,12.0,6,5,0,4,0
3684,37,20,5,2,68040,4.0,13,1,8.0,1,3,0,2,0
3685,35,6,4,2,61420,2.0,15,1,10.0,2,2,2,2,0
3686,25,1,4,2,25000,4.0,14,2,7.0,2,3,0,2,0
3687,26,29,4,1,63890,0.0,22,0,8.0,2,7,0,7,0
3688,29,9,3,1,111030,1.0,12,0,10.0,5,10,0,9,0
3689,49,6,5,2,23420,3.0,18,0,20.0,2,4,1,3,1
3690,29,3,2,2,68110,0.0,15,1,9.0,2,8,7,7,1
3691,54,1,3,2,22970,6.0,18,2,29.0,2,20,12,7,0
3692,58,22,3,2,24500,3.0,12,1,32.0,2,9,1,5,0
3693,55,7,3,3,50930,2.0,16,1,31.0,3,7,0,0,0
3694,36,1,3,2,53090,3.0,13,0,15.0,5,5,0,1,0
3695,31,4,3,2,30570,1.0,19,0,1.0,3,1,0,0,1
3696,30,3,3,3,51210,7.0,13,0,8.0,4,3,0,2,0
3697,31,1,3,1,168560,3.0,12,1,9.0,3,3,1,0,0
3698,34,2,1,5,26860,5.0,11,0,10.0,3,4,1,3,0
3699,31,20,3,1,61800,1.0,14,1,1.0,2,1,0,0,1
3700,27,11,4,4,66320,0.0,16,0,6.0,3,5,1,4,0
3701,36,1,3,2,35050,1.0,12,2,10.0,2,10,1,8,0
3702,36,24,3,3,63970,4.0,14,1,11.0,3,3,0,2,0
3703,47,23,4,2,62740,7.0,14,2,17.0,0,6,1,2,0
3704,25,16,4,2,198590,3.0,19,0,6.0,3,3,2,2,1
3705,37,8,4,1,75870,0.0,22,1,7.0,5,6,1,3,0
3706,56,10,4,2,42580,2.0,16,0,5.0,2,3,1,0,0
3707,47,3,2,2,43640,3.0,11,1,26.0,3,20,5,6,0
3708,24,5,1,1,43350,1.0,15,1,5.0,5,5,0,3,0
3709,32,4,3,1,53260,4.0,14,1,7.0,2,4,0,3,0
3710,34,9,2,1,32800,5.0,13,0,7.0,3,5,0,2,0
3711,41,26,3,3,54850,2.0,17,2,7.0,2,4,0,3,0
3712,40,3,2,1,43420,3.0,11,1,11.0,6,8,0,7,0
3713,31,16,3,2,27820,1.0,19,1,13.0,5,13,9,9,0
3714,46,18,1,1,59800,4.0,11,1,28.0,2,7,4,3,1
3715,39,2,4,2,43810,2.0,15,2,11.0,1,1,0,0,1
3716,31,2,3,2,25720,1.0,13,3,10.0,3,10,4,7,1
3717,45,10,2,1,38330,2.0,14,0,24.0,1,7,0,7,0
3718,31,16,4,3,42440,9.0,13,0,8.0,3,3,0,2,0
3719,31,7,4,1,65000,6.0,23,1,7.0,5,2,2,2,1
3720,45,1,2,1,184300,4.0,12,1,10.0,5,3,1,2,0
3721,48,24,3,2,16010,4.0,12,0,15.0,3,2,2,2,0
3722,34,7,4,2,26940,1.0,16,1,2.0,3,2,2,2,1
3723,40,25,4,1,31490,2.0,15,1,16.0,1,9,4,8,0
3724,28,1,2,1,176390,0.0,13,1,6.0,0,5,1,3,0
3725,44,5,3,1,23190,3.0,18,0,7.0,4,5,0,3,0
3726,53,2,4,2,116910,4.0,20,0,35.0,2,9,8,8,0
3727,49,7,3,3,53240,2.0,19,0,20.0,2,3,1,2,0
3728,40,2,4,3,167520,2.0,18,1,8.0,3,3,1,2,0
3729,44,5,1,3,52280,1.0,13,0,6.0,2,5,1,3,0
3730,33,10,3,2,27000,0.0,14,3,5.0,2,4,0,3,0
3731,34,10,4,1,192460,3.0,15,1,15.0,5,13,3,12,0
3732,30,1,2,1,25060,8.0,22,0,4.0,3,2,2,2,0
3733,42,8,4,1,60620,1.0,22,2,12.0,2,12,5,8,0
3734,44,5,3,5,43820,7.0,16,2,11.0,2,1,0,0,0
3735,30,8,3,1,21430,1.0,17,1,1.0,2,1,0,0,0
